2018/01/01 23:56:00,"22,764.94"
2018/01/01 23:57:00,"22,764.94"
2018/01/01 23:58:00,"22,764.94"
2018/01/01 23:59:00,"22,764.94"
2018/01/02 00:00:00,"22,764.94"
2018/01/02 00:01:00,"22,764.94"
2018/01/02 00:02:00,"22,764.94"
2018/01/02 00:03:00,"22,764.94"
2018/01/02 00:04:00,"22,764.94"
2018/01/02 00:05:00,"22,764.94"
2018/01/02 00:06:00,"22,764.94"
2018/01/02 00:07:00,"22,764.94"
2018/01/02 00:08:00,"22,764.94"
2018/01/02 00:09:00,"22,764.94"
2018/01/02 00:10:00,"22,764.94"
2018/01/02 00:11:00,"22,764.94"
2018/01/02 00:12:00,"22,764.94"
2018/01/02 00:13:00,"22,764.94"
2018/01/02 00:14:00,"22,764.94"
2018/01/02 00:15:00,"22,764.94"
2018/01/02 00:30:00,"22,764.94"
2018/01/02 00:31:00,"22,764.94"
2018/01/02 00:32:00,"22,764.94"
2018/01/02 00:33:00,"22,764.94"
2018/01/02 00:34:00,"22,764.94"
2018/01/02 00:35:00,"22,764.94"
2018/01/02 00:36:00,"22,764.94"
2018/01/02 00:37:00,"22,764.94"
2018/01/02 00:38:00,"22,764.94"
2018/01/02 00:39:00,"22,764.94"
2018/01/02 00:40:00,"22,764.94"
2018/01/02 00:41:00,"22,764.94"
2018/01/02 00:42:00,"22,764.94"
2018/01/02 00:43:00,"22,764.94"
2018/01/02 00:44:00,"22,764.94"
2018/01/02 00:45:00,"22,764.94"
2018/01/02 00:46:00,"22,764.94"
2018/01/02 00:47:00,"22,764.94"
2018/01/02 00:48:00,"22,764.94"
2018/01/02 00:49:00,"22,764.94"
2018/01/02 00:50:00,"22,764.94"
2018/01/02 00:51:00,"22,764.94"
2018/01/02 09:39:00,"22,764.94"
2018/01/02 09:40:00,"22,764.94"
2018/01/02 09:41:00,"22,764.94"
